city,area,rooms,bathroom,parking_spaces,floor,animal_allowance,furniture,association_tax,rent_amount,property_tax,fire_insurance,total_rent
Bangalore,Thanisandra,3,2,3,14,acept,furnished,9000,24000,2001,306,35310
Bangalore,Varthur,1,2,1,2,acept,furnished,6183,33000,786,420,40380
Kolkata,salt lake sec iii,3,4,3,-,acept,not furnished,0,18000,1014,297,19311
Bangalore,Yelachenahalli,4,5,0,1,acept,not furnished,8100,26400,0,336,34830
Delhi,Greater Kailash II,3,2,1,4,acept,not furnished,3750,5400,918,72,10140
Bangalore,Electronic City Phase II,1,1,0,4,acept,not furnished,1245,4755,90,63,6153
Bangalore,Horamavu Banaswadi,4,4,3,6,acept,not furnished,11400,10200,3252,132,24984
Bangalore,Brookefield,3,1,1,4,acept,not furnished,3600,7500,801,96,11997
Bangalore,Talaghattapura,3,2,1,21,acept,furnished,2850,22500,231,288,25869
Chennai,Thiruninravur,3,1,1,-,acept,not furnished,738,3300,213,42,4293
Bangalore,Choodasandra,3,2,3,-,acept,not furnished,0,15600,693,237,16530
Mumbai,Parel,5,4,4,-,acept,not furnished,0,14280,1752,255,16287
Bangalore,Yelahanka,1,1,0,3,acept,not furnished,921,4050,0,54,5025
Delhi,Greater kailash 1,2,1,1,11,acept,not furnished,1260,4800,39,63,6162
Bangalore,Kaval Byrasandra,3,4,2,14,acept,not furnished,4200,39300,1227,498,45240
Bangalore,Kanakapura,4,4,2,4,acept,not furnished,10020,33150,0,423,43590
Chennai,Kolathur,3,2,2,1,acept,furnished,2100,6600,315,84,9099
Mumbai,Bhayandar East,2,1,1,3,acept,not furnished,810,3240,75,48,4173
Kolkata,Baranagar,3,3,2,4,acept,not furnished,450,7200,789,96,8535
Bangalore,Rajaji Nagar,3,2,3,-,acept,furnished,0,22350,501,336,23187
Bangalore,Whitefield,2,1,1,5,acept,not furnished,1950,3780,300,48,6078
Mumbai,Bhandup West,4,3,1,8,acept,not furnished,1800,6600,477,99,8976
Bangalore,Chennammana Kere,3,5,2,5,acept,furnished,5850,25500,2697,324,34380
Kolkata,Rajpur,3,2,1,3,not acept,not furnished,1500,3600,405,48,5553
Bangalore,Raja Rajeshwari Nagar,1,1,0,18,acept,not furnished,750,5550,0,72,6372
Delhi,Lajpat Nagar,3,2,0,5,acept,not furnished,5400,7500,600,99,13599
Delhi,Om Vihar,4,3,1,10,not acept,not furnished,6000,12000,3000,156,21156
Bangalore,Hormavu,4,3,2,15,not acept,furnished,9000,30000,2310,381,41700
Mumbai,Karjat,4,4,4,-,not acept,not furnished,0,8460,963,153,9576
Mumbai,Vasai,1,1,1,3,acept,not furnished,990,2790,375,42,4197
Chennai,Avadi,1,1,0,4,not acept,not furnished,1200,2400,240,33,3873
Bangalore,TC Palaya,1,1,1,5,acept,furnished,1839,11100,327,141,13407
Bangalore,Yelenahalli,4,5,4,1,not acept,not furnished,10800,18000,3750,231,32790
Mumbai,Dronagiri,3,3,4,2,acept,not furnished,8700,3600,780,54,13134
Bangalore,Malleshpalya,4,5,4,5,acept,not furnished,8400,21300,3243,270,33210
Bangalore,TC Palaya,1,1,1,26,not acept,furnished,4500,6000,750,78,11328
Mumbai,Bhiwandi,3,4,4,-,not acept,not furnished,0,10500,501,189,11190
Kolkata,Mankundu,2,2,0,1,acept,not furnished,0,3900,0,54,3954
Delhi,Gautam Nagar,1,2,1,10,acept,not furnished,2283,7200,399,93,9975
Delhi,Shivalik,1,1,0,3,acept,not furnished,1515,7050,201,93,8859
Bangalore,Akshaya Nagar,3,6,8,-,acept,furnished,0,27000,732,408,28140
Chennai,Siruseri,1,1,0,5,not acept,furnished,1140,1500,30,21,2691
Bangalore,Brookefield,3,2,2,10,acept,not furnished,1095,7500,111,96,8802
Bangalore,Choodasandra,2,3,2,9,acept,furnished,6246,6540,1818,84,14688
Bangalore,Kudlu,2,1,1,16,acept,not furnished,882,3150,108,42,4182
Bangalore,Green Glen Layout,2,2,1,-,acept,not furnished,0,7200,540,111,7851
Bangalore,Hulimavu,1,1,1,8,acept,furnished,1761,13500,450,174,15885
Chennai,Pallikaranai,2,3,1,9,acept,not furnished,2682,4752,354,18,7806
Bangalore,KR Puram,2,1,1,5,acept,not furnished,1920,4875,0,63,6858
Bangalore,Budigere,2,2,1,2,acept,furnished,2070,8700,411,111,11292
Bangalore,Raja Rajeshwari Nagar,1,1,0,-,acept,not furnished,0,2100,240,33,2373
Delhi,Noida,2,2,1,14,acept,not furnished,2574,2400,54,33,5061
Bangalore,Margondanahalli,1,1,0,6,acept,not furnished,1596,9000,225,117,10938
Mumbai,Karanjade,2,1,0,3,acept,not furnished,1500,2700,219,42,4461
Bangalore,Thanisandra,3,3,3,3,acept,not furnished,9486,14370,2628,183,26667
Chennai,Avadi,1,1,0,9,acept,not furnished,1050,1950,63,27,3090
Mumbai,Badlapur East,1,1,0,10,acept,not furnished,390,2700,0,42,3132
Delhi,Duggal Colony,5,7,5,-,acept,not furnished,0,45000,1002,687,46680
Kolkata,Nager Bazar,4,2,2,4,acept,not furnished,2910,10500,861,141,14412
Kolkata,Dum Dum,2,1,0,-,acept,not furnished,0,3960,210,66,4236
Bangalore,Thanisandra,2,2,1,10,acept,furnished,8100,28500,1800,363,38760
Bangalore,7th Phase JP Nagar,1,1,1,7,not acept,furnished,1566,9300,360,120,11346
Kolkata,Joka,4,4,4,-,acept,not furnished,0,19500,1284,321,21105
Bangalore,Thanisandra,4,4,4,-,acept,not furnished,0,12660,1350,192,14202
Kolkata,Parnashree,2,1,0,-,acept,not furnished,0,6000,573,99,6672
Bangalore,Bhoganhalli,2,1,0,12,acept,not furnished,1431,3600,0,48,5079
Mumbai,Vasai,1,1,0,4,acept,not furnished,1050,1650,63,27,2790
Bangalore,Sarjapura - Attibele Road,3,3,5,-,acept,not furnished,0,12600,750,192,13542
Kolkata,Joka,4,4,4,-,acept,not furnished,0,18600,1029,306,19935
Bangalore,Bannerghatta Road,3,3,2,9,acept,furnished,3600,10500,327,135,14562
Chennai,Pammal,1,1,1,7,acept,not furnished,1176,3300,39,42,4557
Chennai,Kanathur Reddikuppam,1,1,0,4,not acept,furnished,1005,2283,0,30,3318
Mumbai,Virar West,1,1,0,4,acept,not furnished,600,2745,129,42,3516
Bangalore,Kasavanhalli,6,5,7,-,acept,not furnished,0,29430,3000,444,32880
Delhi,Dwarka Mor,2,2,0,3,acept,not furnished,3045,6750,405,87,10287
Bangalore,Hegde Nagar,2,1,0,9,acept,furnished,2820,13161,9,168,16158
Bangalore,Thanisandra,1,2,0,-,acept,not furnished,0,24000,2100,363,26463
Delhi,Chattarpur,2,1,1,3,acept,not furnished,450,5400,0,72,5922
Bangalore,Siddapura,4,5,5,17,acept,furnished,8100,45000,5625,573,59310
Bangalore,Hormavu,3,3,2,8,acept,not furnished,5400,21000,1677,267,28344
Bangalore,KR Puram,2,1,1,11,acept,furnished,1224,5100,105,66,6495
Bangalore,Rajiv Gandhi Nagar,4,5,2,-,acept,not furnished,0,21000,2502,318,23820
Bangalore,Maruthi Nagar,3,3,2,6,not acept,not furnished,8550,45000,2331,573,56460
Bangalore,Hoodi,2,1,2,-,acept,not furnished,0,15000,1752,228,16980
Bangalore,Electronics City Phase 1,3,1,1,-,acept,not furnished,0,9000,894,138,10032
Delhi,Chattarpur,2,1,0,10,acept,not furnished,2100,4800,177,63,7140
Bangalore,Hosa Road,1,1,0,-,not acept,not furnished,0,1800,0,30,1830
Chennai,Besant Nagar,2,2,1,14,acept,not furnished,975,5400,390,69,6834
Mumbai,Kalyan West,2,1,1,3,acept,not furnished,1200,3000,21,45,4266
Bangalore,Doddaballapur,3,4,3,1,acept,not furnished,8400,14400,2250,183,25233
Bangalore,3rd Block Hrbr Layout,4,4,3,10,acept,not furnished,8100,12600,3750,162,24612
Bangalore,KR Puram,2,2,2,3,acept,not furnished,2340,6003,426,78,8847
Bangalore,Hegde Nagar,2,1,1,-,acept,furnished,0,10350,69,156,10575
Bangalore,Kodigehaali,4,3,4,2,acept,not furnished,10380,21000,3000,267,34650
Bangalore,Malleshpalya,2,2,2,-,not acept,not furnished,0,5550,177,84,5811
Delhi,Vasant Kunj,2,1,2,5,not acept,not furnished,2151,8400,39,111,10701
Bangalore,Hormavu,4,2,2,-,acept,not furnished,0,8700,150,132,8982
Delhi,Sheikh Sarai,1,1,0,14,not acept,not furnished,1563,3120,285,42,5010
Chennai,East Coast Road kanathur Reddikuppam,3,5,3,3,acept,furnished,3270,20100,696,255,24321
Kolkata,Nimta,1,1,0,1,not acept,furnished,600,2700,75,36,3411
Chennai,Guduvancheri,1,1,1,2,not acept,not furnished,1179,1941,45,27,3192
Chennai,Kelambakkam,1,1,1,8,not acept,not furnished,1080,3300,66,42,4488
Bangalore,Indira Nagar,2,2,1,12,acept,not furnished,2100,3750,450,48,6348
Bangalore,EPIP Zone,4,6,4,4,acept,not furnished,8400,13500,2226,174,24300
Bangalore,Budigere,2,2,1,18,acept,not furnished,1920,10200,285,132,12537
Bangalore,Kumaraswami Layout,2,2,1,18,acept,furnished,2850,19500,375,249,22974
Bangalore,Bellandur,3,1,5,-,acept,not furnished,0,19500,1701,294,21495
Bangalore,Malleshwaram,2,1,1,2,not acept,furnished,1530,4050,300,54,5934
Mumbai,Palghar,3,2,2,3,acept,furnished,3000,23100,876,339,27315
Delhi,Shalimar Bagh,1,1,0,11,acept,not furnished,1557,3600,0,48,5205
Bangalore,Vidyaranyapura,3,6,4,-,acept,not furnished,0,25500,2568,384,28452
Mumbai,Worli,3,1,0,1,acept,not furnished,960,3750,138,57,4905
Bangalore,Kothanur,2,2,1,8,not acept,not furnished,2307,6600,648,84,9639
Mumbai,Kamothe,1,2,0,3,acept,not furnished,420,4050,300,60,4830
Bangalore,Kanakpura Road,2,2,2,2,acept,not furnished,2580,5520,495,72,8667
Bangalore,Binny Pete,4,4,3,4,acept,furnished,5970,10500,1767,135,18372
Chennai,Pammal,1,1,0,-,acept,not furnished,0,4800,0,75,4875
Bangalore,Hennur Road,2,2,2,9,not acept,not furnished,4947,4200,2550,54,11751
Bangalore,Kaggadasapura,1,1,1,27,acept,not furnished,1680,15900,300,204,18084
Kolkata,Rajarhat,3,1,2,3,acept,not furnished,600,4938,219,66,5823
Kolkata,Narendrapur,4,3,2,1,acept,not furnished,0,9750,0,132,9882
Delhi,Govindpuri,1,1,0,5,acept,not furnished,960,3900,126,51,5037
Bangalore,Hegde Nagar,3,2,1,12,acept,not furnished,3366,9150,693,117,13326
Kolkata,New Alipore,2,1,1,8,acept,not furnished,1215,6300,486,84,8085
Delhi,Patel Nagar,3,2,1,6,acept,not furnished,5700,15000,1002,195,21897
Bangalore,Balagere,3,2,0,-,acept,not furnished,0,17400,2751,264,20415
Bangalore,Whitefield,1,1,0,-,acept,not furnished,0,2070,0,33,2103
Chennai,Velachery,1,1,0,14,not acept,not furnished,855,1500,0,21,2376
Delhi,Malviya Nagar,2,1,1,3,acept,furnished,1650,4950,0,66,6666
Bangalore,BTM Layout,4,5,3,-,acept,not furnished,0,30000,2865,453,33330
Bangalore,Talaghattapura,3,2,1,-,acept,not furnished,0,8700,540,132,9372
Delhi,Paschim Vihar,1,1,0,1,acept,furnished,1158,5850,273,78,7359
Kolkata,New Alipore,3,1,1,1,acept,not furnished,1044,2850,189,39,4122
Bangalore,Attibele,3,2,1,6,acept,not furnished,2985,9000,0,117,12102
Bangalore,Sarjapur,1,1,0,6,acept,furnished,1806,5400,390,69,7665
Bangalore,8th Phase JP Nagar,1,1,0,3,acept,furnished,1275,9900,0,126,11301
Bangalore,Kundalahalli,1,1,1,9,not acept,furnished,4500,10200,450,132,15282
Bangalore,Poorna Pragna Layout,4,7,8,-,acept,not furnished,0,36000,5001,543,41550
Delhi,Greater kailash 1,2,1,1,2,not acept,furnished,984,6900,0,90,7974
Bangalore,Gottigere,2,2,1,8,acept,not furnished,1074,7650,396,99,9219
Kolkata,Madhyamgram,2,1,1,10,acept,not furnished,480,2400,0,33,2913
Bangalore,Lakshminarayana Pura,2,2,1,3,acept,not furnished,2430,4200,54,54,6738
Bangalore,Electronic City,3,3,1,-,acept,not furnished,0,7200,0,111,7311
Bangalore,Old Airport Road,2,1,1,5,acept,not furnished,3006,7020,0,24,10050
Bangalore,Yelahanka,1,1,0,-,not acept,not furnished,0,2340,51,36,2427
Kolkata,Madhyamgram,1,1,0,1,acept,not furnished,0,2250,90,30,2370
Bangalore,Hebbal,3,4,4,15,acept,not furnished,7590,12000,3300,153,23043
Bangalore,Gubbalala,2,2,1,12,acept,not furnished,1080,6600,54,84,7818
Bangalore,ITPL,4,7,5,11,acept,not furnished,14766,45000,10695,573,71040
Kolkata,Baranagar,4,6,3,7,not acept,not furnished,5250,14250,2493,192,22185
Bangalore,Koramangala,1,1,0,5,acept,not furnished,1950,4470,0,57,6477
Bangalore,Hoodi,2,3,1,3,acept,furnished,3918,15000,750,192,19860
Bangalore,Devanahalli,2,2,2,10,not acept,furnished,2349,6000,72,78,8499
Bangalore,Begur Road,4,4,4,8,acept,not furnished,6174,13500,1620,174,21468
Bangalore,Hebbal Kempapura,3,1,2,8,acept,not furnished,1050,4650,300,60,6060
Bangalore,Jakkur,2,2,4,-,acept,not furnished,0,12600,0,192,12792
Bangalore,Kammasandra,2,1,0,13,acept,not furnished,1710,7740,0,99,9549
Mumbai,kavesar,3,4,3,-,not acept,not furnished,0,11970,561,213,12744
Bangalore,JP Nagar,3,5,2,-,acept,not furnished,0,21000,1875,318,23193
Bangalore,Anekal,2,3,2,10,acept,not furnished,4200,40500,1125,516,46350
Delhi,Uttam Nagar,3,2,0,7,acept,not furnished,2850,8160,576,108,11694
Bangalore,Koramangala,2,1,1,1,acept,not furnished,1440,5130,0,66,6636
Bangalore,Attibele,2,3,2,24,acept,not furnished,1350,9600,120,123,11193
Chennai,Pattabiram,2,1,1,1,acept,not furnished,1575,3600,264,48,5487
Kolkata,Chinar Park,2,2,1,6,acept,not furnished,1704,6300,678,84,8766
Bangalore,Nagarbhavi,3,5,0,-,acept,not furnished,0,27000,1902,408,29310
Chennai,Vandalur,2,1,1,-,acept,not furnished,822,3000,21,39,3882
Bangalore,Electronic City,3,3,4,-,not acept,not furnished,0,29325,0,441,29766
Delhi,Lajpat Nagar,2,1,0,3,acept,not furnished,1350,4500,540,60,6450
Bangalore,Kengeri,2,1,8,-,acept,not furnished,0,13500,2160,204,15864
Kolkata,Nager Bazar,3,2,2,6,acept,not furnished,4500,14550,1506,195,20751
Mumbai,Ulwe,1,1,1,3,acept,not furnished,750,6900,135,102,7887
Mumbai,Thane West,1,1,0,4,acept,not furnished,1350,2700,114,42,4206
Bangalore,Hebbal,3,3,2,7,acept,furnished,8250,16500,2376,210,27336
Kolkata,Salt Lake City,1,1,8,-,acept,not furnished,0,6570,501,108,7179
Mumbai,Naigaon East,1,1,0,1,acept,not furnished,360,3510,276,54,4200
Delhi,Pitampura,1,1,0,-,acept,furnished,750,6000,135,93,6978
Delhi,West End,3,2,1,2,acept,not furnished,7497,13500,1650,174,22821
Delhi,Gautam Nagar,1,1,0,2,acept,not furnished,1890,3705,0,48,5643
Kolkata,Keshtopur,3,1,1,4,acept,not furnished,750,2340,0,33,3123
Bangalore,Banashankari Stage VI,3,2,2,-,acept,not furnished,0,11100,1371,168,12639
Bangalore,Sarjapur  Road,3,1,1,1,acept,not furnished,2100,3060,600,39,5799
Bangalore,JP Nagar,3,3,2,-,acept,not furnished,0,10500,750,159,11409
Bangalore,Gunjur,3,3,4,10,acept,not furnished,5442,16500,2421,210,24573
Bangalore,Sarjapur  Road,2,1,0,-,acept,not furnished,300,6000,126,78,6504
Chennai,Kovur,3,3,2,8,acept,not furnished,3300,6990,594,90,10974
Delhi,Uttam Nagar,2,2,1,5,acept,not furnished,2673,5400,375,72,8520
Bangalore,Vijayanagar,1,1,1,5,not acept,furnished,3396,7800,0,99,11295
Kolkata,Golf Green,4,2,3,-,acept,not furnished,0,9132,558,150,9840
Delhi,Uttam Nagar,2,1,1,4,acept,not furnished,2400,7497,351,99,10347
Kolkata,Chinar Park,3,1,2,3,acept,not furnished,750,3300,219,45,4314
Bangalore,Yelahanka,1,1,0,-,not acept,not furnished,555,2550,123,39,3267
Bangalore,Yeshwanthpur,3,5,4,11,acept,not furnished,11490,10500,4257,135,26382
Kolkata,Rajarhat,3,3,1,4,acept,furnished,3900,7800,900,105,12705
Mumbai,Chembur,3,2,1,4,acept,not furnished,1470,7500,24,111,9105
Bangalore,Rajaji Nagar,3,2,1,10,not acept,furnished,3300,6900,327,90,10617
Bangalore,Kanakpura Road,3,2,1,-,acept,furnished,0,7290,0,111,7401
Mumbai,Thane West,1,1,0,6,acept,not furnished,540,3750,18,57,4365
Bangalore,Hennur Road,2,1,1,1,acept,not furnished,2400,4800,252,63,7515
Bangalore,Sarjapur,1,1,0,3,not acept,furnished,900,1800,120,24,2844
Mumbai,Panvel,1,1,0,11,not acept,not furnished,720,3450,105,51,4326
Bangalore,Kanakapura,4,4,4,5,acept,not furnished,17301,27000,7521,345,52170
Bangalore,Electronics City Phase 1,3,3,2,-,acept,not furnished,0,14040,636,213,14889
Bangalore,Uttarahalli,2,2,1,-,not acept,not furnished,0,4500,225,69,4794
Bangalore,Byagadadhenahalli,3,5,0,12,not acept,not furnished,14718,25800,7302,327,48150
Bangalore,Parappana Agrahara,3,2,1,12,acept,not furnished,1740,5100,270,66,7176
Bangalore,Uttarahalli,3,1,1,8,acept,furnished,2109,7500,261,96,9966
Bangalore,Dodsworth Layout,4,3,3,4,acept,not furnished,4890,13050,2226,168,20334
Kolkata,New Alipore,1,2,1,5,acept,not furnished,2250,5700,489,78,8517
Kolkata,Rajarhat main road,5,5,6,-,acept,not furnished,0,30000,2772,492,33270
Delhi,laxmi nagar,3,2,0,7,acept,not furnished,2673,9000,555,117,12345
Bangalore,Bannerghatta Road,2,2,2,-,acept,not furnished,0,8070,678,123,8871
Mumbai,Panvel,1,1,1,5,acept,not furnished,1026,2940,153,45,4164
Kolkata,Barisha,5,5,3,-,acept,not furnished,0,42000,1092,690,43770
Kolkata,Keshtopur,5,3,0,-,acept,not furnished,0,9750,300,162,10212
Bangalore,Banashankari,4,3,4,-,acept,not furnished,3,21900,1800,330,24033
Bangalore,Panathur,2,1,1,1,acept,not furnished,1200,4800,0,63,6063
Bangalore,Vignana Nagar,4,6,6,3,acept,not furnished,13344,22500,6234,288,42360
Kolkata,Joka Road,2,3,2,3,acept,not furnished,1221,7500,627,102,9450
Mumbai,Navi Basti,3,3,2,-,acept,not furnished,858,7200,3900,129,12087
Bangalore,Bannerghatta Road,3,2,1,6,acept,not furnished,2550,7800,360,99,10809
Bangalore,Bellandur,3,4,3,5,acept,furnished,8400,27000,3375,345,39120
Bangalore,Electronics City Phase 1,4,4,2,-,acept,not furnished,0,7200,0,111,7311
Bangalore,Gunjur Palya,2,2,1,2,acept,furnished,5400,9300,876,120,15696
Bangalore,Rajaji Nagar,3,4,2,8,acept,furnished,3900,16500,0,210,20610
Kolkata,North Dumdum,7,2,1,3,acept,not furnished,1050,6600,561,90,8301
Bangalore,Bisuvanahalli,3,3,4,-,acept,not furnished,5100,12960,426,195,18681
Bangalore,Yeshwanthpur,5,4,5,-,not acept,not furnished,0,41910,1251,630,43770
Bangalore,Banashankari,3,2,4,-,acept,not furnished,0,30600,2976,462,34050
Chennai,Padur,3,2,2,9,acept,furnished,1530,9000,495,117,11142
Bangalore,9th Phase JP Nagar,1,1,1,11,acept,not furnished,1140,4800,180,63,6183
Bangalore,Chandapura,3,2,1,5,acept,not furnished,1578,6270,63,81,7992
Delhi,Vasant Kunj,3,3,1,10,acept,not furnished,3750,11400,441,147,15738
Mumbai,Powai,1,1,1,1,not acept,furnished,1200,6600,0,99,7899
Bangalore,TC Palaya,1,1,0,1,not acept,not furnished,750,3915,0,51,4716
Delhi,Hari Nagar,2,2,1,2,acept,not furnished,3321,8400,450,111,12282
Bangalore,Marathahalli,4,4,5,11,acept,not furnished,9450,33000,3675,420,46560
Bangalore,Bannerghatta Road,3,2,2,-,acept,not furnished,0,6000,969,93,7062
Bangalore,Nagarbhavi,2,2,2,-,not acept,not furnished,0,11400,1701,174,13275
Bangalore,Sarjapur  Road,2,1,0,-,acept,not furnished,0,3900,150,60,4110
Delhi,Greater Kailash,1,1,2,6,not acept,furnished,1620,4950,126,66,6762
Bangalore,Hennur,2,1,1,-,acept,not furnished,1200,2910,12,39,4161
Kolkata,New Town,2,1,1,3,acept,not furnished,1170,3300,222,45,4737
Bangalore,Varthur,3,1,1,10,acept,not furnished,2250,3600,0,48,5898
Bangalore,Kengeri,4,3,1,2,not acept,not furnished,7200,10800,1392,138,19530
Chennai,Guduvancheri,1,1,1,10,not acept,not furnished,2154,4800,39,63,7056
Delhi,Vasant Vihar,3,1,0,2,acept,not furnished,2415,7200,627,93,10335
Bangalore,Kothanur,1,1,1,18,acept,not furnished,2400,22500,576,288,25764
Bangalore,Hosur Road,1,2,0,27,acept,furnished,9531,45000,390,573,55500
Bangalore,Haralur Road,2,3,3,-,acept,not furnished,0,12750,0,192,12942
Bangalore,Hennur Road,1,1,0,-,acept,not furnished,0,6600,327,102,7029
Kolkata,Howrah,2,2,0,-,not acept,not furnished,600,2400,150,33,3183
Kolkata,Madurdaha Hussainpur,4,3,3,6,acept,not furnished,5400,18000,2643,240,26283
Bangalore,Mahadevpura,2,1,0,1,acept,not furnished,360,4290,129,57,4836
Bangalore,Dasarahalli,3,3,0,9,acept,furnished,2970,10650,252,135,14007
Bangalore,Bellandur,2,2,1,15,acept,not furnished,5400,16050,0,204,21654
Kolkata,Andul,3,2,2,9,acept,not furnished,2688,7200,1050,96,11034
Bangalore,Mysore Road,1,2,0,12,not acept,furnished,9900,9900,378,126,20304
Delhi,Jasola,3,3,1,5,acept,not furnished,4350,15000,1101,195,20646
Bangalore,Raja Rajeshwari Nagar,5,1,0,-,acept,not furnished,0,7500,600,114,8214
Bangalore,Hosur Road,2,3,3,13,not acept,not furnished,2400,12450,1125,159,16134
Kolkata,Rajarhat,2,1,0,-,acept,not furnished,0,2331,75,39,2445
Bangalore,Akshaya Nagar,3,3,4,-,acept,furnished,0,12600,900,192,13692
Bangalore,Whitefield,1,1,0,-,not acept,not furnished,0,3750,102,57,3909
Bangalore,Nagappa Reddy Layout,4,6,5,-,acept,not furnished,0,30000,2502,453,32970
Bangalore,Electronic City,1,3,2,8,not acept,furnished,2400,7500,375,96,10371
Delhi,Chattarpur,1,1,0,4,not acept,furnished,4200,6000,576,78,10854
Bangalore,Whitefield,2,1,1,12,acept,not furnished,1386,5700,0,75,7161
Bangalore,Hosa Road,1,1,0,1,not acept,not furnished,0,3600,105,48,3753
Bangalore,Sarjapur  Road,2,2,2,16,acept,not furnished,4200,9900,252,126,14478
Chennai,Thiruvanmiyur,2,2,2,7,acept,not furnished,1800,5700,246,75,7821
Mumbai,Kharghar,2,1,0,3,acept,not furnished,510,3270,75,48,3903
Bangalore,Chandapura,2,2,1,3,acept,not furnished,1950,8400,627,108,11085
Bangalore,Kanakpura Road,1,1,0,-,not acept,not furnished,0,4800,576,75,5451
Bangalore,Sarjapur  Road,3,2,2,16,acept,furnished,1950,7500,360,96,9906
Bangalore,Shivaji Nagar,4,4,3,8,acept,furnished,3300,25500,2253,324,31380
Bangalore,Tumkur Road,3,3,5,-,not acept,not furnished,0,12000,0,102,12102
Bangalore,Yeshwanthpur,4,5,5,-,acept,not furnished,0,21600,1050,327,22977
Bangalore,Hennur Road,2,2,0,1,acept,furnished,960,9600,0,123,10683
Bangalore,Hosur Road,3,2,2,3,acept,not furnished,4200,6000,1149,78,11427
Mumbai,Sector-3 Ulwe,3,5,1,2,acept,not furnished,5364,16668,2001,246,24279
Mumbai,vile parle west,2,1,2,3,acept,not furnished,1155,4950,2640,75,8820
Mumbai,Kharghar,2,1,2,-,acept,not furnished,0,4200,0,75,4275
Bangalore,KR Puram,1,1,1,4,not acept,furnished,2436,9600,0,123,12159
Kolkata,Nager Bazar,4,4,3,1,not acept,not furnished,5220,18600,1503,249,25572
Bangalore,Mysore Road,1,1,1,8,acept,not furnished,1440,6900,210,90,8640
Bangalore,Devanahalli,2,2,1,1,acept,furnished,2160,10500,339,135,13134
Bangalore,Electronic City,1,4,1,-,acept,not furnished,0,33000,750,498,34260
Bangalore,Whitefield,2,1,1,15,acept,not furnished,1950,3900,102,51,6003
Bangalore,Kothanur,2,1,1,1,acept,furnished,1950,4050,0,54,6054
Bangalore,Whitefield,1,1,0,1,not acept,not furnished,450,2490,0,33,2973
