area_name,price,dimensions,dis_mainroad,khata,amenities,type
Bull Temple,23841,127,604,BDA,1,C
Indira Gandhi Musical Fountain Park,22004,3803,1570,Panchayat,0,R
Gavi Gangadhareshwara Temple,19996,13436,526,BDA,7,C
Sri Chamarajendra Park,3874,816,664,B-Khata,7,C
Bull Temple,22596,2124,851,BDA,29,C
Ulsoor Lake,9054,6109,2220,Panchayat,11,C
Bangalore Fort,20224,432,2194,A-Khata,14,C
Visvesvaraya Industrial and Technological Museum,11560,13606,2895,A-Khata,10,C
Ulsoor Lake,21026,2070,1427,Panchayat,6,C
Sankey Tank,23902,13316,1874,A-Khata,7,C
Shivoham Shiva Temple,11968,5132,2631,B-Khata,11,C
MG Road,21101,14814,1774,B-Khata,15,C
ISKCON Temple,22502,11746,1574,BDA,13,C
Innovative Film City,20327,19284,1460,B-Khata,0,C
Freedom Park,9877,6793,816,BDA,27,C
Sri Chamarajendra Park,19437,19442,1369,B-Khata,14,R
Commercial Street,11623,9879,599,A-Khata,23,C
Gavi Gangadhareshwara Temple,22910,986,824,B-Khata,1,R
Lalbagh Botanical Garden,9875,15992,397,B-Khata,10,R
Freedom Park,10702,4148,899,B-Khata,5,C
Ulsoor Lake,21916,14111,1809,A-Khata,16,R
Bangalore Palace,5983,15676,417,Panchayat,20,R
Kempegowda Museum,10906,16048,1333,Panchayat,23,R
Nandi Hills,17684,10718,1454,BDA,13,C
Sankey Tank,4003,3477,2557,Panchayat,21,C
Gavi Gangadhareshwara Temple,3743,6236,1587,B-Khata,5,R
Bangalore Palace,12382,9550,134,A-Khata,13,R
Sankey Tank,21349,10765,1553,B-Khata,10,R
Ulsoor Lake,17493,18048,653,BDA,29,C
Bull Temple,18393,2289,2714,BDA,9,C
Ulsoor Lake,10586,13824,665,A-Khata,15,C
HAL Aerospace Museum,5646,11805,2978,B-Khata,6,C
Wonderla Amusement Park,13136,11966,2407,Panchayat,15,R
HAL Aerospace Museum,4467,13903,815,A-Khata,0,C
Visvesvaraya Industrial and Technological Museum,12066,19388,732,A-Khata,29,C
HAL Aerospace Museum,24576,13374,1975,BDA,17,R
Jawaharlal Nehru Planetarium,16755,14331,547,Panchayat,4,R
Innovative Film City,13045,17390,1091,B-Khata,24,R
Kempegowda Museum,22275,16680,1531,Panchayat,15,R
Ranga Shankara,24564,9642,1787,BDA,28,C
UB City,24549,4980,1150,B-Khata,6,R
Jawaharlal Nehru Planetarium,22168,3651,2055,B-Khata,29,C
Indira Gandhi Musical Fountain Park,18800,625,1085,Panchayat,10,R
Commercial Street,21830,933,2132,A-Khata,21,R
Innovative Film City,14241,18402,446,B-Khata,5,R
ISKCON Temple,18605,12230,975,BDA,26,R
Commercial Street,24284,5373,349,BDA,10,R
Ranga Shankara,5925,19035,1508,BDA,7,R
Bangalore Fort,8673,6543,1710,A-Khata,29,C
Ulsoor Lake,7833,1178,1464,A-Khata,11,C
National Gallery of Modern Art,5703,16708,461,Panchayat,7,C
MG Road,24045,2660,1295,BDA,11,C
Jawaharlal Nehru Planetarium,21236,13357,2943,Panchayat,8,C
St. Mary's Basilica,16906,16144,259,A-Khata,10,R
Lumbini Gardens,24807,784,2502,B-Khata,24,C
Bangalore Fort,5125,15279,374,A-Khata,4,R
Wonderla Amusement Park,19263,10662,1492,A-Khata,19,R
Shivoham Shiva Temple,24947,708,581,A-Khata,6,R
Bangalore Palace,17773,18593,65,B-Khata,14,C
Bangalore Palace,16814,2017,2824,B-Khata,23,C
Lalbagh Botanical Garden,17389,12128,1938,B-Khata,28,C
National Gallery of Modern Art,17448,19073,1240,BDA,5,R
Wonderla Amusement Park,17037,12433,926,B-Khata,10,C
Art of Living International Center,19720,3425,1450,A-Khata,2,R
Visvesvaraya Industrial and Technological Museum,20122,255,2561,A-Khata,29,R
Ranga Shankara,19731,6358,1286,Panchayat,4,R
Bangalore Palace,15086,4504,1512,BDA,16,C
Sri Chamarajendra Park,19581,7308,1987,A-Khata,21,C
Wonderla Amusement Park,14896,17590,2680,BDA,26,R
UB City,12224,13552,1619,Panchayat,23,C
St. Mary's Basilica,20726,8557,155,BDA,1,C
Snow City,20182,19537,2638,B-Khata,23,R
Shivoham Shiva Temple,8346,5967,621,Panchayat,30,R
Innovative Film City,21850,10085,1467,BDA,29,C
Ulsoor Lake,24154,13992,1466,BDA,5,R
MG Road,15063,2064,305,BDA,10,C
Visvesvaraya Industrial and Technological Museum,9727,17297,850,B-Khata,19,R
Kempegowda Museum,11636,16422,2041,B-Khata,17,R
Jawaharlal Nehru Planetarium,23239,17004,1287,Panchayat,25,C
Freedom Park,8185,5683,990,BDA,19,C
Bannerghatta National Park,18741,13226,2458,Panchayat,22,R
Lumbini Gardens,8579,3186,995,BDA,5,C
Innovative Film City,17629,3583,1961,Panchayat,23,R
National Gallery of Modern Art,9466,15686,346,Panchayat,19,R
Jawaharlal Nehru Planetarium,23191,14939,1169,A-Khata,22,R
MG Road,19476,4781,2827,BDA,8,R
Bannerghatta National Park,24591,7756,143,A-Khata,14,R
Ulsoor Lake,17564,14027,1541,BDA,13,R
UB City,11809,1351,1320,B-Khata,30,R
Bannerghatta National Park,23309,3144,973,B-Khata,11,C
Commercial Street,12973,1021,2451,B-Khata,11,C
Visvesvaraya Industrial and Technological Museum,22541,3160,2305,B-Khata,23,R
Bannerghatta National Park,11001,10370,31,B-Khata,19,C
HAL Aerospace Museum,15768,11520,1927,B-Khata,5,C
Visvesvaraya Industrial and Technological Museum,8237,493,558,A-Khata,2,C
Ranga Shankara,8912,11672,2392,A-Khata,6,C
Shivoham Shiva Temple,22672,8135,283,A-Khata,24,R
Cubbon Park,18512,2532,2079,Panchayat,5,C
Jawaharlal Nehru Stadium,4461,19488,819,B-Khata,9,R
Ulsoor Lake,16810,10252,2922,Panchayat,9,R
Commercial Street,16446,19261,6,BDA,22,R
Jawaharlal Nehru Stadium,12122,12843,1386,A-Khata,3,C
Wonderla Amusement Park,22974,12289,1043,Panchayat,2,R
Lumbini Gardens,3801,2162,2915,Panchayat,1,C
Kempegowda Museum,17393,12479,2272,Panchayat,4,C
Ranga Shankara,13893,2532,173,A-Khata,20,R
Jawaharlal Nehru Planetarium,17189,11731,1115,A-Khata,7,C
Lalbagh Botanical Garden,23920,18756,1026,BDA,13,C
MG Road,21286,6673,1124,A-Khata,9,R
Jawaharlal Nehru Planetarium,16990,639,1423,A-Khata,5,R
Commercial Street,20554,5370,1863,B-Khata,5,R
Shivoham Shiva Temple,23020,4629,402,A-Khata,23,R
Bangalore Palace,4104,1874,1323,B-Khata,19,C
Indira Gandhi Musical Fountain Park,5276,1467,2742,A-Khata,2,R
Wonderla Amusement Park,21628,11640,585,B-Khata,21,R
Kempegowda Museum,10162,5283,584,B-Khata,11,C
Bangalore Palace,13967,7345,2313,A-Khata,26,R
HAL Aerospace Museum,12899,8747,33,BDA,7,C
Wonderla Amusement Park,16656,18348,2209,BDA,19,R
Lalbagh Botanical Garden,12085,7536,2373,Panchayat,26,C
St. Mary's Basilica,15803,17498,887,BDA,20,R
Wonderla Amusement Park,22045,4446,1945,Panchayat,21,C
Bull Temple,8408,11758,1604,B-Khata,19,R
Ranga Shankara,18640,356,570,A-Khata,0,C
Shivoham Shiva Temple,19741,11499,1259,BDA,15,C
National Gallery of Modern Art,5946,5419,486,BDA,26,R
Ulsoor Lake,24480,1156,577,A-Khata,11,C
Nandi Hills,8425,17438,1624,Panchayat,3,C
Jawaharlal Nehru Stadium,23429,19271,815,A-Khata,7,R
Visvesvaraya Industrial and Technological Museum,18139,1684,1817,BDA,9,C
Jawaharlal Nehru Planetarium,19796,17273,2316,B-Khata,6,R
Jawaharlal Nehru Planetarium,24548,16715,2211,BDA,6,R
Bull Temple,21077,4296,2750,BDA,19,R
Ulsoor Lake,22159,1907,1036,A-Khata,30,R
Ranga Shankara,10884,457,193,Panchayat,3,C
Kempegowda Museum,6105,13697,2606,Panchayat,3,C
Bull Temple,14248,6120,964,B-Khata,6,C
National Gallery of Modern Art,20114,3588,2561,Panchayat,24,C
Indira Gandhi Musical Fountain Park,13870,10002,116,B-Khata,25,R
Jawaharlal Nehru Stadium,11165,10966,1357,A-Khata,11,R
Bannerghatta National Park,3462,1317,271,B-Khata,21,R
Lumbini Gardens,17508,18252,1483,Panchayat,12,C
Bannerghatta National Park,16539,3969,315,A-Khata,20,R
St. Mary's Basilica,3898,12549,2959,B-Khata,26,C
ISKCON Temple,16769,418,1242,Panchayat,27,C
Art of Living International Center,4775,6220,2518,B-Khata,3,C
Bangalore Palace,5425,11594,1875,A-Khata,7,C
Indira Gandhi Musical Fountain Park,17767,7002,1976,BDA,26,R
HAL Aerospace Museum,14470,14598,1822,Panchayat,22,R
Ulsoor Lake,21829,19410,1599,Panchayat,0,R
MG Road,3656,1937,1911,BDA,1,C
Visvesvaraya Industrial and Technological Museum,14089,16117,556,BDA,23,R
Bangalore Palace,21490,14697,1226,BDA,21,R
Lalbagh Botanical Garden,23326,7242,2282,BDA,25,R
Ranga Shankara,12754,9365,1307,A-Khata,7,R
National Gallery of Modern Art,19736,7996,10,BDA,10,R
Bull Temple,20091,17488,1413,A-Khata,16,R
HAL Aerospace Museum,17581,8569,38,BDA,4,R
Sankey Tank,16650,15048,2810,BDA,7,R
Sri Chamarajendra Park,19862,2871,1177,BDA,30,C
Art of Living International Center,21509,10045,2531,A-Khata,24,R
Visvesvaraya Industrial and Technological Museum,24420,14508,1948,Panchayat,6,C
Indira Gandhi Musical Fountain Park,14061,19606,2030,Panchayat,12,C
Sankey Tank,23551,16425,471,A-Khata,24,R
Jawaharlal Nehru Planetarium,7201,9592,1427,Panchayat,26,C
Lalbagh Botanical Garden,15082,5879,1687,A-Khata,22,C
St. Mary's Basilica,16715,16651,1890,BDA,2,R
MG Road,18696,12522,1562,B-Khata,12,C
Visvesvaraya Industrial and Technological Museum,24387,4817,2029,BDA,11,R
Jawaharlal Nehru Stadium,9169,18856,2708,BDA,10,C
Jawaharlal Nehru Stadium,9637,6513,1037,A-Khata,11,C
Kempegowda Museum,15016,3356,59,A-Khata,1,R
Bull Temple,16801,12722,85,BDA,7,R
Wonderla Amusement Park,4198,800,945,BDA,28,C
ISKCON Temple,24602,19518,1385,A-Khata,30,R
Ranga Shankara,16875,18923,2316,Panchayat,11,R
Sankey Tank,14480,2448,2550,B-Khata,13,R
Cubbon Park,8176,14947,2563,A-Khata,6,C
St. Mary's Basilica,15983,17102,637,B-Khata,4,R
Sankey Tank,10636,18544,881,Panchayat,13,R
National Gallery of Modern Art,4020,12764,1089,BDA,10,C
Bannerghatta National Park,8527,12573,1638,A-Khata,9,R
Bangalore Fort,20955,18090,3,Panchayat,22,C
Shivoham Shiva Temple,5987,5676,1449,A-Khata,12,R
Freedom Park,3630,18300,2638,BDA,23,C
Lumbini Gardens,8779,7286,601,B-Khata,9,C
St. Mary's Basilica,22993,5220,739,BDA,20,R
Snow City,10227,15558,1891,A-Khata,12,R
Lumbini Gardens,22329,18735,854,B-Khata,21,C
Lalbagh Botanical Garden,10543,3467,2644,B-Khata,6,C
Shivoham Shiva Temple,15022,227,978,BDA,19,C
Sankey Tank,9650,6499,1713,Panchayat,7,C
Kempegowda Museum,19538,12126,407,B-Khata,3,R
Ulsoor Lake,4173,984,754,B-Khata,0,R
Shivoham Shiva Temple,16019,8508,2052,BDA,5,C
Kempegowda Museum,19706,14753,2454,BDA,7,R
Shivoham Shiva Temple,24167,18541,393,A-Khata,1,C
Jawaharlal Nehru Stadium,7630,12618,729,Panchayat,16,C
Shivoham Shiva Temple,11286,5997,1542,A-Khata,22,C
Cubbon Park,5007,6953,16,Panchayat,1,C
Shivoham Shiva Temple,13233,13321,1241,B-Khata,25,R
Bull Temple,6620,914,868,A-Khata,22,R
Kempegowda Museum,9174,1365,2400,Panchayat,3,R
Nandi Hills,10866,8155,2826,Panchayat,8,R
Kempegowda Museum,13094,1461,182,A-Khata,14,R
Indira Gandhi Musical Fountain Park,24599,5842,2783,B-Khata,10,C
Lalbagh Botanical Garden,3861,10837,2545,Panchayat,25,R
MG Road,17164,16367,183,A-Khata,25,C
Cubbon Park,7132,19322,443,BDA,15,C
Sri Chamarajendra Park,15056,18862,1870,B-Khata,18,R
Sankey Tank,8991,15373,1967,A-Khata,7,C
Kempegowda Museum,8685,7697,1295,Panchayat,28,C
MG Road,3434,7411,1198,B-Khata,23,R
St. Mary's Basilica,18446,13734,171,BDA,17,R
Ulsoor Lake,18385,4904,2832,Panchayat,0,C
Sri Chamarajendra Park,20280,4722,2315,A-Khata,29,C
Jawaharlal Nehru Stadium,15414,15276,2044,A-Khata,12,R
Jawaharlal Nehru Planetarium,7422,16492,1545,BDA,3,R
Shivoham Shiva Temple,8580,6473,2652,BDA,9,C
Art of Living International Center,19648,18185,2579,Panchayat,9,R
Ulsoor Lake,17066,11239,1308,Panchayat,23,R
ISKCON Temple,5525,5341,1652,B-Khata,17,R
St. Mary's Basilica,13989,1690,589,Panchayat,28,R
ISKCON Temple,4710,1812,186,A-Khata,8,R
Shivoham Shiva Temple,5239,14866,1453,B-Khata,17,C
Gavi Gangadhareshwara Temple,10908,2258,2737,BDA,15,R
Commercial Street,16198,18949,81,BDA,16,C
National Gallery of Modern Art,9620,10187,181,B-Khata,27,C
Commercial Street,5307,10292,1719,BDA,1,C
HAL Aerospace Museum,11083,10852,595,BDA,20,R
Wonderla Amusement Park,9871,17694,1211,A-Khata,1,R
Sankey Tank,10473,2928,1981,BDA,7,C
Nandi Hills,12896,11501,126,A-Khata,14,R
Lalbagh Botanical Garden,19285,4559,840,Panchayat,6,R
Innovative Film City,12911,6603,2209,Panchayat,13,R
Gavi Gangadhareshwara Temple,14331,2473,926,A-Khata,11,C
Wonderla Amusement Park,10937,19496,750,BDA,26,R
Bannerghatta National Park,18952,13560,2342,Panchayat,11,R
Lalbagh Botanical Garden,9531,18527,2213,A-Khata,23,R
Jawaharlal Nehru Stadium,14691,1930,1872,A-Khata,24,R
Cubbon Park,15446,19547,648,B-Khata,28,C
Ulsoor Lake,8368,8676,1622,BDA,30,C
Sri Chamarajendra Park,7986,12985,2560,Panchayat,23,C
Shivoham Shiva Temple,7498,15430,179,BDA,18,R
UB City,23371,8793,1059,B-Khata,27,C
Bangalore Fort,5812,14351,2738,Panchayat,28,C
Jawaharlal Nehru Planetarium,24118,18315,2328,A-Khata,10,C
Visvesvaraya Industrial and Technological Museum,11227,6691,783,A-Khata,29,R
Sankey Tank,21372,3173,2364,B-Khata,0,C
Bangalore Fort,19865,13151,1578,A-Khata,27,C
Bull Temple,12129,16048,843,A-Khata,26,C
Bangalore Fort,14749,5565,2149,A-Khata,10,C
UB City,10236,17985,492,BDA,7,R
Nandi Hills,7307,17262,1802,B-Khata,18,R
Commercial Street,10880,11430,2101,Panchayat,6,C
Freedom Park,12471,19956,2373,B-Khata,10,C
Visvesvaraya Industrial and Technological Museum,18004,16800,1506,BDA,28,C
Sankey Tank,12746,19075,659,A-Khata,12,R
Sankey Tank,21163,8658,1325,A-Khata,29,R
Commercial Street,16473,2519,1946,A-Khata,24,C
Innovative Film City,14055,2313,2412,B-Khata,13,C
Bangalore Fort,8295,2719,478,B-Khata,7,C
MG Road,10195,5501,734,A-Khata,6,R
UB City,14835,6879,2397,BDA,30,R
Wonderla Amusement Park,18899,5433,1368,Panchayat,13,C
Ulsoor Lake,24989,18369,1800,Panchayat,13,C
Indira Gandhi Musical Fountain Park,16447,3373,2117,B-Khata,16,C
Snow City,10972,18858,2456,A-Khata,14,C
Nandi Hills,20350,747,581,BDA,26,R
Bannerghatta National Park,20407,14727,546,BDA,16,R
Art of Living International Center,12734,176,2487,BDA,28,C
UB City,4638,12789,2692,BDA,11,R
Jawaharlal Nehru Stadium,11210,8682,2860,A-Khata,20,C
Lalbagh Botanical Garden,3843,19140,2149,Panchayat,2,R
MG Road,15521,4837,2598,BDA,19,R
ISKCON Temple,13251,9617,2508,Panchayat,23,R
Wonderla Amusement Park,8132,8914,2190,B-Khata,30,C
Bangalore Fort,18217,5337,1521,B-Khata,6,C
MG Road,17532,15527,1225,BDA,29,R
Visvesvaraya Industrial and Technological Museum,7642,19640,859,B-Khata,12,C
Snow City,3826,19749,2775,Panchayat,28,C
Sri Chamarajendra Park,9034,1479,1615,Panchayat,22,C
Jawaharlal Nehru Stadium,12409,2258,933,B-Khata,5,R
National Gallery of Modern Art,4270,3051,1668,BDA,25,R
ISKCON Temple,13527,17499,731,A-Khata,4,C
Bannerghatta National Park,20372,1121,1746,Panchayat,29,R
Art of Living International Center,23839,19442,313,B-Khata,23,C
Visvesvaraya Industrial and Technological Museum,19100,8876,2127,B-Khata,14,R
Kempegowda Museum,23845,1359,259,Panchayat,4,R
Freedom Park,14895,6099,1910,BDA,5,C
Cubbon Park,7434,4131,2295,Panchayat,5,R
Ranga Shankara,10669,9794,1743,BDA,7,C
National Gallery of Modern Art,11883,10418,1139,A-Khata,1,C
Shivoham Shiva Temple,6128,1442,2716,Panchayat,9,R
UB City,18335,19820,139,B-Khata,27,C
Kempegowda Museum,20089,14124,2744,B-Khata,22,R
Bannerghatta National Park,14681,810,1790,A-Khata,20,C
Sri Chamarajendra Park,12538,3547,1807,Panchayat,19,C
St. Mary's Basilica,5962,1062,2119,B-Khata,11,R
Kempegowda Museum,22716,6965,2007,A-Khata,10,R
Ulsoor Lake,11074,2887,1060,Panchayat,9,C
Nandi Hills,12705,1566,2642,A-Khata,16,C
Bull Temple,13307,7977,1680,BDA,11,R
Indira Gandhi Musical Fountain Park,21356,11770,1439,Panchayat,24,R
Freedom Park,18961,2696,1252,A-Khata,10,C
UB City,4618,19319,1036,B-Khata,24,C
Indira Gandhi Musical Fountain Park,3586,3813,1931,BDA,0,C
Sri Chamarajendra Park,14886,12297,2754,BDA,0,R
Bangalore Fort,20475,5217,1660,A-Khata,1,R
Lalbagh Botanical Garden,21066,6752,672,B-Khata,25,R
Bull Temple,23841,127,604,BDA,1,C
Indira Gandhi Musical Fountain Park,22004,3803,1570,Panchayat,0,R
Gavi Gangadhareshwara Temple,19996,13436,526,BDA,7,C
Sri Chamarajendra Park,3874,816,664,B-Khata,7,C
Bull Temple,22596,2124,851,BDA,29,C
Ulsoor Lake,9054,6109,2220,Panchayat,11,C
Bangalore Fort,20224,432,2194,A-Khata,14,C
Visvesvaraya Industrial and Technological Museum,11560,13606,2895,A-Khata,10,C
Ulsoor Lake,21026,2070,1427,Panchayat,6,C
Sankey Tank,23902,13316,1874,A-Khata,7,C
Shivoham Shiva Temple,11968,5132,2631,B-Khata,11,C
MG Road,21101,14814,1774,B-Khata,15,C
ISKCON Temple,22502,11746,1574,BDA,13,C
Innovative Film City,20327,19284,1460,B-Khata,0,C
Freedom Park,9877,6793,816,BDA,27,C
Sri Chamarajendra Park,19437,19442,1369,B-Khata,14,R
Commercial Street,11623,9879,599,A-Khata,23,C
Gavi Gangadhareshwara Temple,22910,986,824,B-Khata,1,R
Lalbagh Botanical Garden,9875,15992,397,B-Khata,10,R
Freedom Park,10702,4148,899,B-Khata,5,C
Ulsoor Lake,21916,14111,1809,A-Khata,16,R
Bangalore Palace,5983,15676,417,Panchayat,20,R
Kempegowda Museum,10906,16048,1333,Panchayat,23,R
Nandi Hills,17684,10718,1454,BDA,13,C
Sankey Tank,4003,3477,2557,Panchayat,21,C
Gavi Gangadhareshwara Temple,3743,6236,1587,B-Khata,5,R
Bangalore Palace,12382,9550,134,A-Khata,13,R
Sankey Tank,21349,10765,1553,B-Khata,10,R
Ulsoor Lake,17493,18048,653,BDA,29,C
Bull Temple,18393,2289,2714,BDA,9,C
Ulsoor Lake,10586,13824,665,A-Khata,15,C
HAL Aerospace Museum,5646,11805,2978,B-Khata,6,C
Wonderla Amusement Park,13136,11966,2407,Panchayat,15,R
HAL Aerospace Museum,4467,13903,815,A-Khata,0,C
Visvesvaraya Industrial and Technological Museum,12066,19388,732,A-Khata,29,C
HAL Aerospace Museum,24576,13374,1975,BDA,17,R
Jawaharlal Nehru Planetarium,16755,14331,547,Panchayat,4,R
Innovative Film City,13045,17390,1091,B-Khata,24,R
Kempegowda Museum,22275,16680,1531,Panchayat,15,R
Ranga Shankara,24564,9642,1787,BDA,28,C
UB City,24549,4980,1150,B-Khata,6,R
Jawaharlal Nehru Planetarium,22168,3651,2055,B-Khata,29,C
Indira Gandhi Musical Fountain Park,18800,625,1085,Panchayat,10,R
Commercial Street,21830,933,2132,A-Khata,21,R
Innovative Film City,14241,18402,446,B-Khata,5,R
ISKCON Temple,18605,12230,975,BDA,26,R
Commercial Street,24284,5373,349,BDA,10,R
Ranga Shankara,5925,19035,1508,BDA,7,R
Bangalore Fort,8673,6543,1710,A-Khata,29,C
Ulsoor Lake,7833,1178,1464,A-Khata,11,C
National Gallery of Modern Art,5703,16708,461,Panchayat,7,C
MG Road,24045,2660,1295,BDA,11,C
Jawaharlal Nehru Planetarium,21236,13357,2943,Panchayat,8,C
St. Mary's Basilica,16906,16144,259,A-Khata,10,R
Lumbini Gardens,24807,784,2502,B-Khata,24,C
Bangalore Fort,5125,15279,374,A-Khata,4,R
Wonderla Amusement Park,19263,10662,1492,A-Khata,19,R
Shivoham Shiva Temple,24947,708,581,A-Khata,6,R
Bangalore Palace,17773,18593,65,B-Khata,14,C
Bangalore Palace,16814,2017,2824,B-Khata,23,C
Lalbagh Botanical Garden,17389,12128,1938,B-Khata,28,C
National Gallery of Modern Art,17448,19073,1240,BDA,5,R
Wonderla Amusement Park,17037,12433,926,B-Khata,10,C
Art of Living International Center,19720,3425,1450,A-Khata,2,R
Visvesvaraya Industrial and Technological Museum,20122,255,2561,A-Khata,29,R
Ranga Shankara,19731,6358,1286,Panchayat,4,R
Bangalore Palace,15086,4504,1512,BDA,16,C
Sri Chamarajendra Park,19581,7308,1987,A-Khata,21,C
Wonderla Amusement Park,14896,17590,2680,BDA,26,R
UB City,12224,13552,1619,Panchayat,23,C
St. Mary's Basilica,20726,8557,155,BDA,1,C
Snow City,20182,19537,2638,B-Khata,23,R
Shivoham Shiva Temple,8346,5967,621,Panchayat,30,R
Innovative Film City,21850,10085,1467,BDA,29,C
Ulsoor Lake,24154,13992,1466,BDA,5,R
MG Road,15063,2064,305,BDA,10,C
Visvesvaraya Industrial and Technological Museum,9727,17297,850,B-Khata,19,R
Kempegowda Museum,11636,16422,2041,B-Khata,17,R
Jawaharlal Nehru Planetarium,23239,17004,1287,Panchayat,25,C
Freedom Park,8185,5683,990,BDA,19,C
Bannerghatta National Park,18741,13226,2458,Panchayat,22,R
Lumbini Gardens,8579,3186,995,BDA,5,C
Innovative Film City,17629,3583,1961,Panchayat,23,R
National Gallery of Modern Art,9466,15686,346,Panchayat,19,R
Jawaharlal Nehru Planetarium,23191,14939,1169,A-Khata,22,R
MG Road,19476,4781,2827,BDA,8,R
Bannerghatta National Park,24591,7756,143,A-Khata,14,R
Ulsoor Lake,17564,14027,1541,BDA,13,R
UB City,11809,1351,1320,B-Khata,30,R
Bannerghatta National Park,23309,3144,973,B-Khata,11,C
Commercial Street,12973,1021,2451,B-Khata,11,C
Visvesvaraya Industrial and Technological Museum,22541,3160,2305,B-Khata,23,R
Bannerghatta National Park,11001,10370,31,B-Khata,19,C
HAL Aerospace Museum,15768,11520,1927,B-Khata,5,C
Visvesvaraya Industrial and Technological Museum,8237,493,558,A-Khata,2,C
Ranga Shankara,8912,11672,2392,A-Khata,6,C
Shivoham Shiva Temple,22672,8135,283,A-Khata,24,R
Cubbon Park,18512,2532,2079,Panchayat,5,C
Jawaharlal Nehru Stadium,4461,19488,819,B-Khata,9,R
Ulsoor Lake,16810,10252,2922,Panchayat,9,R
Commercial Street,16446,19261,6,BDA,22,R
Jawaharlal Nehru Stadium,12122,12843,1386,A-Khata,3,C
Wonderla Amusement Park,22974,12289,1043,Panchayat,2,R
Lumbini Gardens,3801,2162,2915,Panchayat,1,C
Kempegowda Museum,17393,12479,2272,Panchayat,4,C
Ranga Shankara,13893,2532,173,A-Khata,20,R
Jawaharlal Nehru Planetarium,17189,11731,1115,A-Khata,7,C
Lalbagh Botanical Garden,23920,18756,1026,BDA,13,C
MG Road,21286,6673,1124,A-Khata,9,R
Jawaharlal Nehru Planetarium,16990,639,1423,A-Khata,5,R
Commercial Street,20554,5370,1863,B-Khata,5,R
Shivoham Shiva Temple,23020,4629,402,A-Khata,23,R
Bangalore Palace,4104,1874,1323,B-Khata,19,C
Indira Gandhi Musical Fountain Park,5276,1467,2742,A-Khata,2,R
Wonderla Amusement Park,21628,11640,585,B-Khata,21,R
Kempegowda Museum,10162,5283,584,B-Khata,11,C
Bangalore Palace,13967,7345,2313,A-Khata,26,R
HAL Aerospace Museum,12899,8747,33,BDA,7,C
