Crop,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Moong(Green Gram),Rabi       ,Karnataka,4122.0,687,1111.7,648967.68,1566.36,0.18625
Moong(Green Gram),Summer     ,Karnataka,743.0,205,1111.7,116977.92,282.34,0.283333333
Niger seed,Kharif     ,Karnataka,4444.0,960,1111.7,699663.36,1688.72,0.207391304
Other  Rabi pulses,Rabi       ,Karnataka,10383.0,7599,1111.7,1634699.52,3945.54,0.701176471
Ragi,Summer     ,Karnataka,7902.0,13734,1111.7,1244090.88,3002.76,1.791428571
Rapeseed &Mustard,Kharif     ,Karnataka,2340.0,390,1111.7,368409.6,889.2,0.152941176
Rice,Rabi       ,Karnataka,30634.0,81726,1111.7,4823016.96,11640.92,2.773076923
Sannhamp,Whole Year ,Karnataka,348.0,87,1111.7,54789.12,132.24,0.21
Sunflower,Summer     ,Karnataka,4014.0,4831,1111.7,631964.16,1525.32,1.3175
Turmeric,Whole Year ,Karnataka,19339.0,122764,1111.7,3044732.16,7348.82,6.2215
Urad,Rabi       ,Karnataka,3179.0,1418,1111.7,500501.76,1208.02,0.4825
Urad,Summer     ,Karnataka,992.0,523,1111.7,156180.48,376.96,0.48875
Arecanut,Whole Year ,Tamil Nadu,6740.0,14926,970.9,1061145.6,2561.2,2.313043478
Bajra,Rabi       ,Tamil Nadu,17001.0,35113,970.9,2676637.44,6460.38,2.121851852
Black pepper,Whole Year ,Tamil Nadu,5265.0,1149,970.9,828921.6,2000.7,0.163125
Cardamom,Whole Year ,Tamil Nadu,3876.0,351,970.9,610237.44,1472.88,0.081
Castor seed,Kharif     ,Tamil Nadu,4374.0,1419,970.9,688642.56,1662.12,0.3748
Coriander,Whole Year ,Tamil Nadu,8056.0,4112,970.9,1268336.64,3061.28,0.565454545
Cowpea(Lobia),Rabi       ,Tamil Nadu,14233.0,9260,970.9,2240843.52,5408.54,0.6084
Garlic,Whole Year ,Tamil Nadu,760.0,4338,970.9,119654.4,288.8,4.2975
Gram,Rabi       ,Tamil Nadu,5205.0,4820,970.9,819475.2,1977.9,0.947333333
Horse-gram,Kharif     ,Tamil Nadu,8712.0,6273,970.9,1371617.28,3310.56,0.77
Moong(Green Gram),Kharif     ,Tamil Nadu,29447.0,17926,970.9,4636135.68,11189.86,0.642142857
Other  Rabi pulses,Rabi       ,Tamil Nadu,10235.0,6758,970.9,1611398.4,3889.3,0.66
Other Cereals,Kharif     ,Tamil Nadu,3174.0,3861,970.9,499714.56,1206.12,0.741363636
Other Cereals,Rabi       ,Tamil Nadu,3352.0,4442,970.9,527738.88,1273.76,1.091538462
Other Kharif pulses,Kharif     ,Tamil Nadu,29294.0,19342,970.9,4612047.36,11131.72,0.671818182
Ragi,Rabi       ,Tamil Nadu,24140.0,107745,970.9,3800601.6,9173.2,4.336538462
Rapeseed &Mustard,Rabi       ,Tamil Nadu,292.0,67,970.9,45972.48,110.96,0.08
Sesamum,Kharif     ,Tamil Nadu,13277.0,5665,970.9,2090330.88,5045.26,0.407586207
Sesamum,Rabi       ,Tamil Nadu,28305.0,17389,970.9,4456339.2,10755.9,0.600714286
Small millets,Kharif     ,Tamil Nadu,18166.0,22198,970.9,2860055.04,6903.08,1.445909091
Small millets,Rabi       ,Tamil Nadu,586.0,723,970.9,92259.84,222.68,1.2335
Sunflower,Kharif     ,Tamil Nadu,542.0,1057,970.9,85332.48,205.96,1.972777778
Sunflower,Rabi       ,Tamil Nadu,6207.0,4936,970.9,977230.08,2358.66,0.895555556
Tobacco,Whole Year ,Tamil Nadu,3788.0,5710,970.9,596382.72,1439.44,1.594545455
Turmeric,Whole Year ,Tamil Nadu,18080.0,73134,970.9,2846515.2,6870.4,4.338888889
Arecanut,Kharif     ,Andhra Pradesh,976.0,5317,1220.5,158307.2,341.6,4.153333333
Arhar/Tur,Rabi       ,Andhra Pradesh,4099.0,1352,1220.5,664857.8,1434.65,0.31
Bajra,Kharif     ,Andhra Pradesh,20932.0,21212,1220.5,3395170.4,7326.2,1.300909091
Bajra,Rabi       ,Andhra Pradesh,1182.0,1586,1220.5,191720.4,413.7,1.353333333
Castor seed,Kharif     ,Andhra Pradesh,34682.0,14535,1220.5,5625420.4,12138.7,0.374285714
Castor seed,Rabi       ,Andhra Pradesh,1839.0,637,1220.5,298285.8,643.65,0.41
Coriander,Rabi       ,Andhra Pradesh,1569.0,360,1220.5,254491.8,549.15,0.331428571
Cotton(lint),Rabi       ,Andhra Pradesh,3404.0,8162,1220.5,552128.8,1191.4,2.251666667
Cowpea(Lobia),Kharif     ,Andhra Pradesh,13385.0,1381,1220.5,2171047.0,4684.75,0.176666667
Cowpea(Lobia),Rabi       ,Andhra Pradesh,13621.0,6960,1220.5,2209326.2,4767.35,0.53
Dry chillies,Rabi       ,Andhra Pradesh,14931.0,50585,1220.5,2421808.2,5225.85,3.401538462
Ginger,Kharif     ,Andhra Pradesh,296.0,536,1220.5,48011.2,103.6,3.134
Gram,Kharif     ,Andhra Pradesh,31.0,5,1220.5,5028.2,10.85,0.5
Jowar,Kharif     ,Andhra Pradesh,15114.0,1957,1220.5,2451490.8,5289.9,0.206363636
Linseed,Kharif     ,Andhra Pradesh,151.0,0,1220.5,24492.2,52.85,0.0
Moong(Green Gram),Kharif     ,Andhra Pradesh,17874.0,5247,1220.5,2899162.8,6255.9,0.608461538
Niger seed,Kharif     ,Andhra Pradesh,23.0,7,1220.5,3730.6,8.05,0.3
Niger seed,Rabi       ,Andhra Pradesh,5797.0,1843,1220.5,940273.4,2028.95,0.285
Other  Rabi pulses,Rabi       ,Andhra Pradesh,11259.0,8745,1220.5,1826209.8,3940.65,2.346666667
Other Kharif pulses,Kharif     ,Andhra Pradesh,2454.0,810,1220.5,398038.8,858.9,0.32
Ragi,Kharif     ,Andhra Pradesh,23993.0,29467,1220.5,3891664.6,8397.55,1.305555556
Ragi,Rabi       ,Andhra Pradesh,8149.0,13853,1220.5,1321767.8,2852.15,1.781111111
Rapeseed &Mustard,Rabi       ,Andhra Pradesh,4485.0,1545,1220.5,727467.0,1569.75,0.25
Safflower,Kharif     ,Andhra Pradesh,40.0,6,1220.5,6488.0,14.0,0.15
Safflower,Rabi       ,Andhra Pradesh,380.0,60,1220.5,61636.0,133.0,0.1525
Sesamum,Kharif     ,Andhra Pradesh,16598.0,4489,1220.5,2692195.6,5809.3,0.234166667
Sesamum,Rabi       ,Andhra Pradesh,31114.0,8326,1220.5,5046690.8,10889.9,0.3
Small millets,Kharif     ,Andhra Pradesh,10053.0,4483,1220.5,1630596.6,3518.55,0.56
Small millets,Rabi       ,Andhra Pradesh,2684.0,1291,1220.5,435344.8,939.4,0.557142857
Soyabean,Kharif     ,Andhra Pradesh,1411.0,2718,1220.5,228864.2,493.85,1.7425
Soyabean,Rabi       ,Andhra Pradesh,5.0,10,1220.5,811.0,1.75,2.0
Sunflower,Kharif     ,Andhra Pradesh,3248.0,1810,1220.5,526825.6,1136.8,0.994285714
Sunflower,Rabi       ,Andhra Pradesh,10081.0,7363,1220.5,1635138.2,3528.35,0.459230769
Urad,Kharif     ,Andhra Pradesh,22364.0,18119,1220.5,3627440.8,7827.4,0.754615385
Wheat,Rabi       ,Andhra Pradesh,102.0,19,1220.5,16544.4,35.7,0.095
Arecanut,Kharif     ,Puducherry,52.0,78,1693.9,8434.4,18.2,1.5
Bajra,Kharif     ,Puducherry,7.0,17,1693.9,1135.4,2.45,2.43
Bajra,Rabi       ,Puducherry,1.0,3,1693.9,162.2,0.35,3.0
Bajra,Summer     ,Puducherry,3.0,8,1693.9,486.6,1.05,2.67
Black pepper,Kharif     ,Puducherry,11.0,15,1693.9,1784.2,3.85,1.36
Cashewnut,Kharif     ,Puducherry,145.0,61,1693.9,23519.0,50.75,0.416666667
Cotton(lint),Kharif     ,Puducherry,283.0,294,1693.9,45902.6,99.05,1.515
Groundnut,Kharif     ,Puducherry,3.0,9,1693.9,486.6,1.05,3.0
Groundnut,Rabi       ,Puducherry,271.0,867,1693.9,43956.2,94.85,3.2
Groundnut,Summer     ,Puducherry,13.0,42,1693.9,2108.6,4.55,3.23
Jowar,Kharif     ,Puducherry,4.0,10,1693.9,648.8,1.4,2.5
Jowar,Summer     ,Puducherry,1.0,3,1693.9,162.2,0.35,3.0
Moong(Green Gram),Rabi       ,Puducherry,5.0,4,1693.9,811.0,1.75,0.835
Moong(Green Gram),Summer     ,Puducherry,660.0,274,1693.9,107052.0,231.0,0.66
Onion,Kharif     ,Puducherry,1.0,3,1693.9,162.2,0.35,3.0
Onion,Summer     ,Puducherry,1.0,6,1693.9,162.2,0.35,6.0
Other  Rabi pulses,Rabi       ,Puducherry,62.0,62,1693.9,10056.4,21.7,1.0
Other Kharif pulses,Kharif     ,Puducherry,1.0,1,1693.9,162.2,0.35,1.0
Other Summer Pulses,Summer     ,Puducherry,10.0,10,1693.9,1622.0,3.5,1.0
Ragi,Kharif     ,Puducherry,26.0,60,1693.9,4217.2,9.1,2.31
Ragi,Rabi       ,Puducherry,1.0,3,1693.9,162.2,0.35,3.0
Ragi,Summer     ,Puducherry,14.0,35,1693.9,2270.8,4.9,2.5
Rice,Kharif     ,Puducherry,4298.0,16082,1693.9,697135.6,1504.3,3.373333333
Rice,Rabi       ,Puducherry,9048.0,30635,1693.9,1467585.6,3166.8,3.976666667
Rice,Summer     ,Puducherry,4515.0,16626,1693.9,732333.0,1580.25,2.885
Sesamum,Kharif     ,Puducherry,2.0,2,1693.9,324.4,0.7,1.0
Sesamum,Rabi       ,Puducherry,5.0,4,1693.9,811.0,1.75,0.8
Sesamum,Summer     ,Puducherry,120.0,103,1693.9,19464.0,42.0,0.52
Small millets,Kharif     ,Puducherry,9.0,11,1693.9,1459.8,3.15,1.22
Turmeric,Kharif     ,Puducherry,6.0,15,1693.9,973.2,2.1,2.5
Urad,Kharif     ,Puducherry,6.0,5,1693.9,973.2,2.1,0.83
Urad,Rabi       ,Puducherry,155.0,155,1693.9,25141.0,54.25,1.0
Urad,Summer     ,Puducherry,338.0,152,1693.9,54823.6,118.3,0.753333333
Bajra,Summer     ,Karnataka,1418.0,1543,1419.1,229999.6,496.3,1.112
Cardamom,Whole Year ,Karnataka,1800.0,207,1419.1,291960.0,630.0,0.119411765
Castor seed,Kharif     ,Karnataka,2650.0,1520,1419.1,429830.0,927.5,0.615
Coriander,Whole Year ,Karnataka,2918.0,2607,1419.1,473299.6,1021.3,0.897333333
Cotton(lint),Rabi       ,Karnataka,4507.0,2176,1419.1,731035.4,1577.45,0.845714286
Cowpea(Lobia),Rabi       ,Karnataka,11756.0,3304,1419.1,1906823.2,4114.6,0.267368421
Cowpea(Lobia),Summer     ,Karnataka,3996.0,520,1419.1,648151.2,1398.6,0.126666667
Garlic,Whole Year ,Karnataka,4006.0,26551,1419.1,649773.2,1402.1,6.4125
Groundnut,Rabi       ,Karnataka,2766.0,5770,1419.1,448645.2,968.1,2.115
Jowar,Summer     ,Karnataka,1859.0,3003,1419.1,301529.8,650.65,1.67375
Linseed,Rabi       ,Karnataka,1704.0,352,1419.1,276388.8,596.4,0.187857143
Maize,Summer     ,Karnataka,19621.0,67607,1419.1,3182526.2,6867.35,3.2775
Mesta,Whole Year ,Karnataka,81.0,116,1419.1,13138.2,28.35,1.334545455
Moong(Green Gram),Rabi       ,Karnataka,5898.0,1324,1419.1,956655.6,2064.3,0.23
Moong(Green Gram),Summer     ,Karnataka,246.0,66,1419.1,39901.2,86.1,0.261666667
Niger seed,Kharif     ,Karnataka,1068.0,211,1419.1,173229.6,373.8,0.139615385
Other  Rabi pulses,Rabi       ,Karnataka,13989.0,10005,1419.1,2269015.8,4896.15,0.696842105
Other Kharif pulses,Kharif     ,Karnataka,28375.0,17511,1419.1,4602425.0,9931.25,0.641666667
Ragi,Rabi       ,Karnataka,36318.0,50426,1419.1,5890779.6,12711.3,1.386470588
Ragi,Summer     ,Karnataka,4276.0,7667,1419.1,693567.2,1496.6,1.835333333
Rapeseed &Mustard,Kharif     ,Karnataka,3172.0,628,1419.1,514498.4,1110.2,0.13
Rice,Rabi       ,Karnataka,11442.0,28334,1419.1,1855892.4,4004.7,2.480833333
Safflower,Rabi       ,Karnataka,17020.0,9973,1419.1,2760644.0,5957.0,0.588695652
Sannhamp,Whole Year ,Karnataka,358.0,85,1419.1,58067.6,125.3,0.17
Sesamum,Kharif     ,Karnataka,24776.0,15640,1419.1,4018667.2,8671.6,0.768571429
Small millets,Kharif     ,Karnataka,19229.0,16105,1419.1,3118943.8,6730.15,0.852142857
Sunflower,Summer     ,Karnataka,2734.0,2422,1419.1,443454.8,956.9,1.086363636
Turmeric,Whole Year ,Karnataka,26579.0,153767,1419.1,4311113.8,9302.65,5.617142857
Urad,Rabi       ,Karnataka,2787.0,1484,1419.1,452051.4,975.45,0.47125
Urad,Summer     ,Karnataka,1014.0,521,1419.1,164470.8,354.9,0.514285714
Arecanut,Whole Year ,Tamil Nadu,6952.0,13543,986.2,1127614.4,2433.2,2.0112
Bajra,Kharif     ,Tamil Nadu,31109.0,88494,986.2,5045879.8,10888.15,2.8308
Bajra,Rabi       ,Tamil Nadu,15773.0,29516,986.2,2558380.6,5520.55,2.042692308
Black pepper,Whole Year ,Tamil Nadu,5571.0,1176,986.2,903616.2,1949.85,0.16
Cardamom,Whole Year ,Tamil Nadu,3838.0,347,986.2,622523.6,1343.3,0.08
Castor seed,Kharif     ,Tamil Nadu,4756.0,1526,986.2,771423.2,1664.6,0.333636364
Coriander,Whole Year ,Tamil Nadu,6427.0,2526,986.2,1042459.4,2249.45,0.428695652
Cowpea(Lobia),Rabi       ,Tamil Nadu,19985.0,17010,986.2,3241567.0,6994.75,0.8475
Garlic,Whole Year ,Tamil Nadu,1449.0,8631,986.2,235027.8,507.15,4.375
Gram,Rabi       ,Tamil Nadu,5851.0,5419,986.2,949032.2,2047.85,0.945
Horse-gram,Kharif     ,Tamil Nadu,4045.0,2883,986.2,656099.0,1415.75,0.685
Moong(Green Gram),Kharif     ,Tamil Nadu,26977.0,18186,986.2,4375669.4,9441.95,0.6508
Onion,Rabi       ,Tamil Nadu,19273.0,109707,986.2,3126080.6,6745.55,5.878518519
Other  Rabi pulses,Rabi       ,Tamil Nadu,20761.0,16051,986.2,3367434.2,7266.35,0.7015
Other Cereals,Kharif     ,Tamil Nadu,1685.0,2286,986.2,273307.0,589.75,1.262941176
Other Cereals,Rabi       ,Tamil Nadu,4262.0,10045,986.2,691296.4,1491.7,2.21
Other Kharif pulses,Kharif     ,Tamil Nadu,28942.0,20808,986.2,4694392.4,10129.7,0.68952381
Ragi,Rabi       ,Tamil Nadu,21676.0,76983,986.2,3515847.2,7586.6,3.486153846
Rapeseed &Mustard,Rabi       ,Tamil Nadu,305.0,71,986.2,49471.0,106.75,0.08
Sesamum,Kharif     ,Tamil Nadu,9457.0,4494,986.2,1533925.4,3309.95,0.472
Sesamum,Rabi       ,Tamil Nadu,35153.0,19932,986.2,5701816.6,12303.55,0.516551724
Small millets,Kharif     ,Tamil Nadu,15961.0,26420,986.2,2588874.2,5586.35,1.340555556
Small millets,Rabi       ,Tamil Nadu,344.0,511,986.2,55796.8,120.4,1.577692308
Sunflower,Kharif     ,Tamil Nadu,486.0,843,986.2,78829.2,170.1,1.78
Sunflower,Rabi       ,Tamil Nadu,4556.0,2630,986.2,738983.2,1594.6,0.556470588
Tobacco,Whole Year ,Tamil Nadu,2111.0,3238,986.2,342404.2,738.85,1.354545455
Turmeric,Whole Year ,Tamil Nadu,23351.0,92360,986.2,3787532.2,8172.85,3.892857143
Arhar/Tur,Rabi       ,Andhra Pradesh,5940.0,3747,899.2,1020254.4,2197.8,0.43
Bajra,Kharif     ,Andhra Pradesh,20484.0,47045,899.2,3518331.84,7579.08,2.004545455
Bajra,Rabi       ,Andhra Pradesh,4592.0,11322,899.2,788721.92,1699.04,2.48
Black pepper,Whole Year ,Andhra Pradesh,17645.0,17645,899.2,3030705.2,6528.65,1.0
Castor seed,Rabi       ,Andhra Pradesh,1056.0,637,899.2,181378.56,390.72,0.684
Coriander,Rabi       ,Andhra Pradesh,1119.0,553,899.2,192199.44,414.03,0.50375
Cotton(lint),Rabi       ,Andhra Pradesh,3474.0,11066,899.2,596694.24,1285.38,3.305
Cowpea(Lobia),Kharif     ,Andhra Pradesh,5816.0,2612,899.2,998956.16,2151.92,0.503333333
Cowpea(Lobia),Rabi       ,Andhra Pradesh,6792.0,3532,899.2,1166593.92,2513.04,0.630909091
Dry chillies,Rabi       ,Andhra Pradesh,16899.0,79638,899.2,2902572.24,6252.63,4.034615385
Ginger,Kharif     ,Andhra Pradesh,294.0,633,899.2,50497.44,108.78,1.922
Guar seed,Kharif     ,Andhra Pradesh,1.0,0,899.2,171.76,0.37,0.0
Guar seed,Rabi       ,Andhra Pradesh,6.0,0,899.2,1030.56,2.22,0.0
Horse-gram,Rabi       ,Andhra Pradesh,29995.0,16670,899.2,5151941.2,11098.15,0.606923077
Linseed,Kharif     ,Andhra Pradesh,133.0,0,899.2,22844.08,49.21,0.0
Moong(Green Gram),Kharif     ,Andhra Pradesh,13444.0,5138,899.2,2309141.44,4974.28,0.625384615
Niger seed,Rabi       ,Andhra Pradesh,4256.0,1409,899.2,731010.56,1574.72,0.33
Other  Rabi pulses,Rabi       ,Andhra Pradesh,10770.0,11296,899.2,1849855.2,3984.9,1.23
Other Kharif pulses,Kharif     ,Andhra Pradesh,1715.0,850,899.2,294568.4,634.55,0.656666667
Ragi,Kharif     ,Andhra Pradesh,25660.0,31913,899.2,4407361.6,9494.2,1.315
Ragi,Rabi       ,Andhra Pradesh,7893.0,12385,899.2,1355701.68,2920.41,1.588888889
Rapeseed &Mustard,Rabi       ,Andhra Pradesh,1882.0,912,899.2,323252.32,696.34,0.375
Safflower,Rabi       ,Andhra Pradesh,710.0,348,899.2,121949.6,262.7,0.475
Sannhamp,Kharif     ,Andhra Pradesh,3365.0,0,899.2,577972.4,1245.05,0.0
Sannhamp,Rabi       ,Andhra Pradesh,1133.0,0,899.2,194604.08,419.21,0.0
Sesamum,Kharif     ,Andhra Pradesh,6197.0,1316,899.2,1064396.72,2292.89,0.286
Sesamum,Rabi       ,Andhra Pradesh,32989.0,12129,899.2,5666190.64,12205.93,0.333076923
Small millets,Kharif     ,Andhra Pradesh,19344.0,18085,899.2,3322525.44,7157.28,0.758333333
Small millets,Rabi       ,Andhra Pradesh,3966.0,3990,899.2,681200.16,1467.42,0.921428571
Soyabean,Kharif     ,Andhra Pradesh,1354.0,2367,899.2,232563.04,500.98,1.13
Soyabean,Rabi       ,Andhra Pradesh,24.0,42,899.2,4122.24,8.88,1.39
Sunflower,Kharif     ,Andhra Pradesh,1869.0,1306,899.2,321019.44,691.53,1.23
Sunflower,Rabi       ,Andhra Pradesh,6794.0,6877,899.2,1166937.44,2513.78,0.967692308
Urad,Kharif     ,Andhra Pradesh,15242.0,14254,899.2,2617965.92,5639.54,0.834615385
Wheat,Rabi       ,Andhra Pradesh,37.0,11,899.2,6355.12,13.69,0.155
Arecanut,Kharif     ,Puducherry,52.0,78,1317.0,8931.52,19.24,1.5
Bajra,Kharif     ,Puducherry,14.0,36,1317.0,2404.64,5.18,2.57
Bajra,Rabi       ,Puducherry,1.0,3,1317.0,171.76,0.37,3.0
Bajra,Summer     ,Puducherry,7.0,18,1317.0,1202.32,2.59,2.57
Black pepper,Kharif     ,Puducherry,11.0,15,1317.0,1889.36,4.07,1.36
Cashewnut,Kharif     ,Puducherry,145.0,65,1317.0,24905.2,53.65,0.426666667
Cotton(lint),Kharif     ,Puducherry,500.0,1248,1317.0,85880.0,185.0,2.745
Groundnut,Kharif     ,Puducherry,1.0,3,1317.0,171.76,0.37,3.0
Groundnut,Rabi       ,Puducherry,231.0,693,1317.0,39676.56,85.47,3.0
Groundnut,Summer     ,Puducherry,21.0,63,1317.0,3606.96,7.77,3.0
Moong(Green Gram),Rabi       ,Puducherry,12.0,9,1317.0,2061.12,4.44,0.75
Moong(Green Gram),Summer     ,Puducherry,629.0,156,1317.0,108037.04,232.73,0.606666667
Onion,Kharif     ,Puducherry,2.0,10,1317.0,343.52,0.74,5.0
Onion,Summer     ,Puducherry,1.0,5,1317.0,171.76,0.37,5.0
Other  Rabi pulses,Rabi       ,Puducherry,53.0,42,1317.0,9103.28,19.61,0.79
Other Kharif pulses,Kharif     ,Puducherry,5.0,4,1317.0,858.8,1.85,0.8
Other Summer Pulses,Summer     ,Puducherry,21.0,17,1317.0,3606.96,7.77,0.81
Ragi,Kharif     ,Puducherry,32.0,77,1317.0,5496.32,11.84,2.41
Ragi,Rabi       ,Puducherry,4.0,10,1317.0,687.04,1.48,2.5
Ragi,Summer     ,Puducherry,23.0,55,1317.0,3950.48,8.51,2.39
Rice,Kharif     ,Puducherry,4323.0,15171,1317.0,742518.48,1599.51,3.216666667
Rice,Rabi       ,Puducherry,9397.0,28114,1317.0,1614028.72,3476.89,3.883333333
Rice,Summer     ,Puducherry,4518.0,16060,1317.0,776011.68,1671.66,3.55
Sesamum,Kharif     ,Puducherry,2.0,2,1317.0,343.52,0.74,1.0
Sesamum,Rabi       ,Puducherry,10.0,10,1317.0,1717.6,3.7,1.0
Sesamum,Summer     ,Puducherry,203.0,152,1317.0,34867.28,75.11,0.57
Small millets,Kharif     ,Puducherry,14.0,17,1317.0,2404.64,5.18,1.21
Urad,Kharif     ,Puducherry,2.0,2,1317.0,343.52,0.74,1.0
Urad,Rabi       ,Puducherry,146.0,146,1317.0,25076.96,54.02,1.0
Urad,Summer     ,Puducherry,321.0,139,1317.0,55134.96,118.77,0.723333333
Bajra,Summer     ,Karnataka,10904.0,11378,1422.3,1872871.04,4034.48,1.038518519
Cardamom,Whole Year ,Karnataka,1939.0,301,1422.3,333042.64,717.43,0.105238095
Castor seed,Kharif     ,Karnataka,4144.0,3818,1422.3,711773.44,1533.28,0.904545455
Coriander,Whole Year ,Karnataka,608.0,300,1422.3,104430.08,224.96,0.48
Cotton(lint),Rabi       ,Karnataka,14393.0,10392,1422.3,2472141.68,5325.41,0.721363636
Cowpea(Lobia),Kharif     ,Karnataka,30586.0,8678,1422.3,5253451.36,11316.82,0.299333333
Cowpea(Lobia),Rabi       ,Karnataka,11051.0,5396,1422.3,1898119.76,4088.87,0.458928571
Cowpea(Lobia),Summer     ,Karnataka,4103.0,983,1422.3,704731.28,1518.11,0.197407407
Garlic,Whole Year ,Karnataka,1706.0,8741,1422.3,293022.56,631.22,5.177727273
Groundnut,Rabi       ,Karnataka,2809.0,6504,1422.3,482473.84,1039.33,2.31
Jowar,Summer     ,Karnataka,5069.0,8457,1422.3,870651.44,1875.53,1.702857143
Linseed,Rabi       ,Karnataka,818.0,399,1422.3,140499.68,302.66,0.381
Maize,Summer     ,Karnataka,31000.0,122718,1422.3,5324560.0,11470.0,3.905357143
Mesta,Whole Year ,Karnataka,55.0,0,1422.3,9446.8,20.35,0.0
Moong(Green Gram),Rabi       ,Karnataka,11109.0,2731,1422.3,1908081.84,4110.33,0.215416667
Moong(Green Gram),Summer     ,Karnataka,310.0,51,1422.3,53245.6,114.7,0.088571429
Niger seed,Kharif     ,Karnataka,999.0,245,1422.3,171588.24,369.63,0.207083333
Other  Rabi pulses,Rabi       ,Karnataka,13219.0,12415,1422.3,2270495.44,4891.03,0.855
Ragi,Summer     ,Karnataka,6055.0,10797,1422.3,1040006.8,2240.35,1.806666667
Rapeseed &Mustard,Kharif     ,Karnataka,230.0,54,1422.3,39504.8,85.1,0.166842105
Rice,Rabi       ,Karnataka,11266.0,31038,1422.3,1935048.16,4168.42,2.881428571
Safflower,Rabi       ,Karnataka,26593.0,24556,1422.3,4567613.68,9839.41,0.8256
Sannhamp,Whole Year ,Karnataka,2081.0,1238,1422.3,357432.56,769.97,0.644615385
Sesamum,Kharif     ,Karnataka,30964.0,26306,1422.3,5318376.64,11456.68,0.818888889
Sunflower,Rabi       ,Karnataka,25163.0,18299,1422.3,4321996.88,9310.31,0.904210526
Sunflower,Summer     ,Karnataka,4487.0,4869,1422.3,770687.12,1660.19,1.268181818
Turmeric,Whole Year ,Karnataka,20740.0,132668,1422.3,3562302.4,7673.8,6.133571429
Urad,Rabi       ,Karnataka,2875.0,1341,1422.3,493810.0,1063.75,0.3375
Urad,Summer     ,Karnataka,223.0,105,1422.3,38302.48,82.51,0.437272727
Arecanut,Whole Year ,Tamil Nadu,6843.0,13543,910.1,1175353.68,2531.91,2.17
Arhar/Tur,Rabi       ,Tamil Nadu,2894.0,3331,910.1,497073.44,1070.78,1.2344
Bajra,Rabi       ,Tamil Nadu,17194.0,45024,910.1,2953241.44,6361.78,2.6984
Black pepper,Whole Year ,Tamil Nadu,6080.0,1306,910.1,1044300.8,2249.6,0.175555556
Cardamom,Whole Year ,Tamil Nadu,3831.0,348,910.1,658012.56,1417.47,0.093333333
Castor seed,Kharif     ,Tamil Nadu,5259.0,1646,910.1,903285.84,1945.83,0.306428571
Coriander,Whole Year ,Tamil Nadu,7397.0,3675,910.1,1270508.72,2736.89,0.470909091
Cowpea(Lobia),Rabi       ,Tamil Nadu,17959.0,12609,910.1,3084637.84,6644.83,0.6812
Garlic,Whole Year ,Tamil Nadu,1433.0,8519,910.1,246132.08,530.21,5.5525
Gram,Rabi       ,Tamil Nadu,5552.0,5138,910.1,953611.52,2054.24,0.871538462
Horse-gram,Kharif     ,Tamil Nadu,2439.0,1697,910.1,418922.64,902.43,0.725
Moong(Green Gram),Kharif     ,Tamil Nadu,22747.0,13049,910.1,3907024.72,8416.39,0.587407407
Other  Rabi pulses,Rabi       ,Tamil Nadu,21610.0,14045,910.1,3711733.6,7995.7,0.776666667
Other Cereals,Kharif     ,Tamil Nadu,2172.0,3175,910.1,373062.72,803.64,1.121875
Other Cereals,Rabi       ,Tamil Nadu,5392.0,7193,910.1,926129.92,1995.04,1.282
Other Kharif pulses,Kharif     ,Tamil Nadu,32430.0,27665,910.1,5570176.8,11999.1,0.746153846
Ragi,Rabi       ,Tamil Nadu,20895.0,83939,910.1,3588925.2,7731.15,3.879230769
Rapeseed &Mustard,Rabi       ,Tamil Nadu,137.0,33,910.1,23531.12,50.69,0.19
Sesamum,Kharif     ,Tamil Nadu,12123.0,6706,910.1,2082246.48,4485.51,0.534642857
Small millets,Kharif     ,Tamil Nadu,17928.0,26280,910.1,3079313.28,6633.36,1.360769231
Sunflower,Kharif     ,Tamil Nadu,168.0,168,910.1,28855.68,62.16,1.0
Sunflower,Rabi       ,Tamil Nadu,4075.0,3663,910.1,699922.0,1507.75,1.099375
Tobacco,Whole Year ,Tamil Nadu,1658.0,2426,910.1,284778.08,613.46,1.397777778
Turmeric,Whole Year ,Tamil Nadu,18432.0,96253,910.1,3165880.32,6819.84,5.298148148
Arhar/Tur,Rabi       ,Andhra Pradesh,3500.0,1400,927.5,333095.0,1085.0,0.474
Horse-gram,Kharif     ,Andhra Pradesh,19600.0,6900,927.5,1865332.0,6076.0,0.4025
Other  Rabi pulses,Rabi       ,Andhra Pradesh,3400.0,500,927.5,323578.0,1054.0,0.166666667
Other Kharif pulses,Kharif     ,Andhra Pradesh,7300.0,1400,927.5,694741.0,2263.0,0.218571429
Ragi,Rabi       ,Andhra Pradesh,14600.0,21900,927.5,1389482.0,4526.0,1.513636364
Small millets,Kharif     ,Andhra Pradesh,11500.0,2000,927.5,1094455.0,3565.0,0.17
Small millets,Rabi       ,Andhra Pradesh,3000.0,200,927.5,285510.0,930.0,0.075
Wheat,Rabi       ,Andhra Pradesh,11000.0,6000,927.5,1046870.0,3410.0,0.55375
Arhar/Tur,Rabi       ,Andhra Pradesh,3100.0,1600,1048.3,306280.0,899.0,0.56
Bajra,Rabi       ,Andhra Pradesh,7300.0,4600,1048.3,721240.0,2117.0,0.905714286
